date,kind,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2017-01-01,dwpc,5.35,4.43,4.06,4.11,4.06,3.89,3.58,3.28,3.69,3.35,3.33,3.13,3.17,3.13,3.33,3.5,3.91,4.26,4.72,4.57,5.12,5.56,5.17,4.83
2017-01-01,relh,79.19,84.13,83.11,84.32,85.12,81.76,84.66,81.01,76.2,68.34,63.3,60.71,57.83,56.19,57.11,60.28,65.28,68.53,71.12,73.72,74.43,75.94,79.59,77.9
2017-01-01,sped,6.42,6.59,5.16,6.97,7.32,7.78,7.78,7.12,6.08,8.21,9.54,9.2,7.78,7.49,10.14,9.95,8.81,8.08,6.44,6.07,4.49,4.43,4.75,4.6
2017-01-01,tmpc,8.82,7.04,6.87,6.68,6.5,6.87,6.1,6.46,7.8,9.03,10.17,10.57,11.3,11.67,11.67,10.93,10.17,9.8,9.72,9.02,9.44,9.6,8.5,8.48
2017-01-02,dwpc,5.12,5.17,5.0,4.59,5.32,4.63,4.63,4.59,5.12,5.0,5.56,5.2,4.63,4.88,4.46,4.8,5.15,5.4,5.2,5.2,5.71,5.2,5.02,5.72
2017-01-02,relh,78.61,83.75,81.67,82.52,80.88,84.93,86.01,83.48,80.34,76.71,74.74,69.57,65.1,66.04,64.52,69.21,70.61,73.24,74.75,75.73,77.47,78.68,79.61,83.73
2017-01-02,sped,3.65,5.9,5.78,5.6,3.77,3.1,4.51,4.81,5.09,8.32,10.03,9.35,10.08,10.62,9.78,8.93,7.94,6.27,5.46,5.37,5.55,5.84,2.95,2.76
2017-01-02,tmpc,8.64,7.78,7.96,7.41,8.44,7.04,6.83,7.24,8.33,8.89,9.85,10.57,10.94,10.98,10.91,10.2,10.28,9.97,9.46,9.28,9.46,8.7,8.33,8.32
2017-01-03,dwpc,5.02,5.25,4.65,4.65,4.85,5.57,5.72,5.04,5.04,6.39,5.93,5.35,5.89,6.09,6.26,6.26,7.5,7.24,7.61,7.61,8.76,8.18,8.35,8.87
2017-01-03,relh,82.81,84.85,82.06,80.19,81.96,85.42,83.52,82.09,74.12,75.25,67.55,63.49,65.06,65.55,66.49,67.19,73.05,71.68,78.23,78.08,81.04,79.25,79.38,82.38
2017-01-03,sped,2.54,3.95,4.19,3.27,4.1,4.15,4.86,5.31,5.05,5.4,6.69,9.2,9.17,8.55,9.26,8.67,8.51,7.02,7.86,7.5,8.09,7.23,6.77,8.71
2017-01-03,tmpc,7.76,7.67,7.61,7.96,7.8,7.93,8.46,7.96,9.63,10.74,11.85,12.24,12.43,12.59,12.59,12.41,12.38,12.24,11.3,11.3,11.92,11.67,11.83,11.83
2017-01-04,dwpc,8.87,8.7,8.89,8.69,9.58,9.56,7.93,8.8,9.51,9.47,8.74,8.48,8.7,8.7,8.89,9.03,9.28,10.04,9.64,9.9,9.9,10.15,10.01,10.28
2017-01-04,relh,83.18,83.19,87.45,86.03,86.35,87.57,85.56,87.16,89.33,85.9,77.04,73.72,76.73,76.14,77.03,79.55,85.27,90.26,88.82,89.04,89.85,91.32,92.54,93.27
2017-01-04,sped,9.57,9.27,9.84,8.7,7.31,7.59,6.49,6.54,7.49,7.76,7.7,9.63,10.08,8.41,8.88,7.96,5.43,6.35,7.37,7.41,7.72,6.32,7.88,10.05
2017-01-04,tmpc,11.67,11.46,10.89,10.93,11.79,11.57,10.28,10.89,11.24,11.82,12.76,13.2,12.8,12.96,12.93,12.49,11.67,11.59,11.43,11.67,11.53,11.53,11.19,11.34
2017-01-05,dwpc,10.16,10.38,9.74,9.58,10.38,9.47,8.66,9.44,8.83,8.79,6.25,6.09,8.13,7.21,5.57,5.39,3.7,4.11,7.28,5.74,3.13,6.12,4.15,4.7
2017-01-05,relh,89.12,92.6,89.76,90.46,93.15,90.9,90.22,91.42,89.51,85.04,72.78,68.25,73.89,67.03,62.28,64.7,61.18,65.38,76.64,75.04,70.2,80.01,76.9,80.96
2017-01-05,sped,7.76,6.87,7.43,7.95,8.63,8.72,10.69,9.82,7.78,9.06,10.59,11.68,9.93,8.86,9.35,9.58,8.91,7.02,5.66,5.22,6.09,4.63,4.78,3.24
2017-01-05,tmpc,11.92,11.54,11.38,11.12,11.49,10.96,10.25,10.84,10.63,11.56,11.28,12.04,13.1,13.36,12.81,12.04,11.26,10.52,11.32,10.0,8.5,9.57,8.35,7.8
2017-01-06,dwpc,1.13,2.22,1.82,3.21,1.46,0.54,0.04,-0.2,1.25,0.2,0.74,1.87,2.04,2.2,2.61,2.59,2.96,2.04,2.22,2.96,3.13,2.96,3.32,2.96
2017-01-06,relh,69.36,78.44,79.4,80.54,77.56,74.55,76.31,72.58,68.4,61.84,58.02,56.93,53.19,51.76,51.25,51.94,55.26,53.46,58.55,63.28,66.53,66.63,69.09,67.64
2017-01-06,sped,2.94,3.06,4.57,3.65,3.48,3.39,4.19,4.89,5.03,5.63,4.1,3.63,4.19,4.16,3.93,5.1,5.28,5.31,5.3,5.25,5.31,3.8,2.57,6.16
2017-01-06,tmpc,6.48,5.74,5.2,6.38,5.2,4.83,4.06,4.59,6.96,7.41,8.87,10.17,11.3,11.87,12.41,12.24,11.83,11.3,10.15,9.63,9.07,8.91,8.7,8.69
2017-01-07,dwpc,2.19,2.35,4.63,5.57,5.86,5.86,6.66,7.39,7.14,8.47,9.47,11.11,11.55,11.78,12.29,11.09,10.74,11.67,11.87,11.5,11.83,11.46,11.63,11.59
2017-01-07,relh,64.61,64.04,77.89,81.74,87.72,87.91,91.05,90.33,88.37,86.3,85.56,80.59,79.33,81.16,80.6,76.3,75.36,81.18,82.78,84.8,85.94,86.89,88.9,90.66
2017-01-07,sped,6.4,4.78,7.94,8.43,4.33,3.05,3.16,5.1,6.05,6.8,6.32,7.68,10.31,10.49,10.59,7.95,7.34,7.29,7.37,6.46,6.93,6.31,5.94,4.55
2017-01-07,tmpc,8.89,9.43,8.32,8.52,7.78,7.75,8.04,8.89,8.97,10.76,11.86,14.43,15.14,15.12,15.72,15.57,15.37,15.0,14.83,14.06,14.22,13.69,13.48,13.12
2017-01-08,dwpc,11.4,11.4,11.38,11.67,10.74,10.74,12.22,12.84,12.89,12.02,12.24,12.08,11.56,10.0,10.7,7.96,8.54,9.43,9.95,9.95,9.98,10.96,11.65,10.35
2017-01-08,relh,89.86,88.94,85.75,89.69,87.56,87.56,83.66,85.83,83.2,72.12,71.73,67.97,65.57,58.17,61.72,52.32,58.65,66.1,68.7,70.24,70.38,77.46,82.59,74.29
2017-01-08,sped,6.49,7.35,5.69,6.49,7.8,7.61,8.3,8.93,8.05,4.81,7.46,7.02,12.02,10.95,12.91,12.51,8.17,7.82,8.87,9.74,9.39,8.01,10.29,9.65
2017-01-08,tmpc,13.04,13.2,13.72,13.33,12.76,12.76,14.99,15.21,15.77,17.22,17.71,18.62,19.03,19.63,19.21,19.65,18.33,17.04,16.67,16.3,16.11,15.43,15.08,15.37
2017-01-09,dwpc,10.71,10.57,10.98,10.54,10.49,10.41,10.0,10.24,10.12,10.28,10.0,10.04,10.47,8.7,8.91,9.24,9.43,9.57,9.26,9.22,9.06,9.26,9.06,9.47
2017-01-09,relh,80.78,80.7,87.6,86.49,89.83,86.75,84.47,86.07,86.53,84.28,79.17,76.36,75.16,65.57,67.23,71.3,73.81,80.26,77.21,79.04,80.89,82.25,82.16,82.5
2017-01-09,sped,11.23,10.65,11.06,11.8,11.64,10.44,8.82,6.96,7.01,5.1,5.22,7.55,7.58,6.87,7.46,8.11,8.05,7.79,8.72,8.86,9.52,9.49,9.26,8.58
2017-01-09,tmpc,14.14,13.89,13.02,12.76,12.14,12.57,12.57,12.54,12.33,12.9,13.65,14.22,14.88,15.2,15.0,14.43,14.06,12.92,13.18,12.78,12.24,12.2,12.04,12.38
2017-01-10,dwpc,9.09,8.87,8.7,8.5,8.06,8.52,8.72,8.67,9.23,9.97,10.84,11.23,10.3,11.23,10.83,10.56,10.56,10.93,11.01,10.98,10.56,10.56,10.94,10.17
2017-01-10,relh,83.14,83.02,83.0,81.82,84.65,81.51,81.4,83.44,87.97,85.57,84.61,82.17,80.77,81.18,84.2,81.17,81.43,86.31,87.24,87.36,89.77,88.88,91.9,83.7
2017-01-10,sped,8.05,8.77,7.59,6.45,6.47,5.4,6.63,7.67,7.49,9.14,10.25,11.37,11.22,12.61,12.0,10.88,10.18,9.2,9.93,13.83,13.05,13.71,12.65,14.65
2017-01-10,tmpc,11.87,11.67,11.5,11.5,10.54,11.63,11.83,11.4,11.22,12.36,13.44,14.25,13.62,14.44,13.46,13.74,13.69,13.17,13.09,13.03,12.19,12.36,12.25,12.94
2017-01-11,dwpc,10.46,10.64,10.43,10.69,10.76,10.47,9.46,10.77,10.0,10.03,9.15,8.31,8.3,7.22,7.59,6.87,7.76,7.39,7.93,7.93,7.76,7.76,8.65,8.33
2017-01-11,relh,87.95,89.95,89.25,90.61,90.41,90.41,89.97,92.26,89.91,84.63,74.78,68.16,68.29,62.72,68.8,65.49,73.53,75.19,79.73,79.73,79.83,80.82,84.13,83.66
2017-01-11,sped,9.83,5.39,7.05,7.28,7.71,7.59,8.11,6.76,6.22,7.12,7.16,9.26,8.76,10.51,10.14,8.84,8.55,7.25,6.93,6.22,7.49,7.61,5.75,4.66
2017-01-11,tmpc,12.47,12.29,12.22,12.22,12.32,12.01,11.09,12.01,11.67,12.61,13.6,14.18,14.07,14.24,13.35,13.33,12.41,11.67,11.31,11.31,11.15,10.94,11.26,11.01
2017-01-12,dwpc,7.78,8.18,8.17,8.44,8.2,8.19,8.31,8.39,8.69,8.6,8.53,8.76,8.25,7.26,6.76,7.48,6.77,7.5,7.04,6.56,5.0,5.89,6.26,5.9
2017-01-12,relh,84.01,87.76,89.61,89.98,89.46,92.18,91.22,91.94,91.59,88.78,86.98,86.85,83.12,78.86,83.77,84.49,82.07,82.93,84.2,83.18,76.01,85.82,89.37,89.54
2017-01-12,sped,4.98,7.53,7.17,9.11,8.54,8.25,7.38,5.4,6.27,6.63,7.6,7.93,5.18,4.98,5.13,6.48,6.2,4.83,3.83,5.4,6.15,3.48,3.27,3.65
2017-01-12,tmpc,10.37,10.12,9.8,10.03,9.85,9.39,9.68,9.65,10.01,10.4,10.67,10.91,11.06,10.83,9.94,10.0,9.68,10.28,9.59,9.3,9.0,8.17,7.92,7.53
2017-01-13,dwpc,5.99,5.06,5.33,5.0,5.2,4.46,4.43,4.6,5.41,5.37,4.85,5.2,5.2,4.72,4.63,4.44,5.72,5.74,5.78,4.44,4.72,5.37,5.17,5.17
2017-01-13,relh,90.15,92.36,92.53,91.18,90.92,91.57,91.38,92.7,87.75,81.4,80.02,73.23,68.32,65.11,59.43,57.93,69.97,73.45,78.45,77.71,80.64,82.84,80.92,82.67
2017-01-13,sped,5.44,5.89,3.69,4.26,4.6,4.28,4.01,2.82,1.77,3.74,5.38,5.4,5.13,5.29,3.77,1.92,4.96,6.34,6.44,7.76,7.99,4.51,3.01,0.44
2017-01-13,tmpc,7.51,6.21,6.46,6.34,6.63,5.74,5.74,5.72,7.35,8.54,8.35,10.0,11.13,11.25,12.56,12.76,11.13,10.37,9.46,8.36,8.08,8.17,8.33,7.96
2017-01-14,dwpc,4.85,4.46,4.17,3.89,3.85,3.87,4.27,4.7,4.78,4.07,4.28,4.28,5.94,5.17,2.96,4.46,4.44,4.46,4.63,4.43,4.26,4.26,4.46,4.46
2017-01-14,relh,85.08,83.77,87.35,90.23,82.92,84.64,87.42,85.16,79.63,64.07,63.75,61.96,65.17,57.11,52.29,57.89,62.96,64.38,66.13,68.09,68.06,67.88,72.45,73.56
2017-01-14,sped,1.7,0.91,1.21,1.5,3.42,2.71,2.1,1.5,1.04,2.18,2.89,5.17,4.87,3.69,3.28,7.97,7.65,4.76,5.46,7.2,6.93,3.07,1.74,1.36
2017-01-14,tmpc,7.22,7.04,6.12,5.37,6.67,6.46,6.28,7.08,8.23,11.83,12.59,13.17,12.96,14.06,14.43,13.7,12.43,11.85,11.5,10.74,10.57,10.35,9.43,9.11
2017-01-15,dwpc,4.43,4.63,4.43,4.43,4.82,4.85,4.57,4.65,5.37,5.57,5.42,5.39,5.35,5.56,5.0,5.35,5.93,5.72,5.52,6.67,6.09,5.69,5.37,5.17
2017-01-15,relh,77.74,81.65,79.38,83.69,82.22,82.64,81.71,79.88,79.88,78.92,74.01,71.37,67.66,67.21,64.07,64.66,71.24,72.9,73.87,77.26,78.65,78.33,76.77,77.6
2017-01-15,sped,1.65,1.59,0.8,1.33,2.1,3.51,3.39,2.21,2.83,2.36,4.83,3.8,3.6,4.01,3.54,4.36,5.13,5.4,2.74,2.87,2.86,3.04,2.33,0.88
2017-01-15,tmpc,8.15,7.61,7.78,7.04,7.7,7.62,7.52,7.96,8.7,9.07,9.86,10.37,11.13,11.5,11.67,11.83,10.93,10.37,9.96,10.52,9.63,9.26,9.26,8.89
