station,valid,tmpc,dwpc,relh,sped
BTR,2020-05-17 00:00,M,M,M,5.75
LIT,2020-05-17 00:00,M,M,M,8.05
DSM,2020-05-17 00:00,M,M,M,12.65
MSP,2020-05-17 00:00,M,M,M,12.65
MDW,2020-05-17 00:00,M,M,M,8.05
BTR,2020-05-17 00:04,23.28,21.72,90.97,6.90
BTR,2020-05-17 00:05,M,M,M,8.05
LIT,2020-05-17 00:05,M,M,M,8.05
DSM,2020-05-17 00:05,M,M,M,12.65
MSP,2020-05-17 00:05,M,M,M,14.95
MDW,2020-05-17 00:05,M,M,M,9.20
MDW,2020-05-17 00:08,11.72,11.72,100.00,8.05
BTR,2020-05-17 00:10,M,M,M,8.05
LIT,2020-05-17 00:10,M,M,M,8.05
DSM,2020-05-17 00:10,M,M,M,16.10
MSP,2020-05-17 00:10,M,M,M,14.95
MDW,2020-05-17 00:10,M,M,M,5.75
BTR,2020-05-17 00:15,M,M,M,5.75
OZW,2020-05-17 00:15,12.22,9.11,81.28,4.60
LIT,2020-05-17 00:15,M,M,M,8.05
DSM,2020-05-17 00:15,18.89,16.11,83.91,13.80
MSP,2020-05-17 00:15,M,M,M,12.65
MDW,2020-05-17 00:15,M,M,M,5.75
BTR,2020-05-17 00:20,M,M,M,5.75
LIT,2020-05-17 00:20,M,M,M,8.05
DSM,2020-05-17 00:20,M,M,M,14.95
MSP,2020-05-17 00:20,M,M,M,12.65
MDW,2020-05-17 00:20,M,M,M,4.60
BTR,2020-05-17 00:25,M,M,M,5.75
LIT,2020-05-17 00:25,M,M,M,5.75
DSM,2020-05-17 00:25,M,M,M,14.95
MSP,2020-05-17 00:25,M,M,M,10.35
MDW,2020-05-17 00:25,M,M,M,4.60
BTR,2020-05-17 00:30,M,M,M,5.75
LIT,2020-05-17 00:30,M,M,M,5.75
DSM,2020-05-17 00:30,M,M,M,14.95
MSP,2020-05-17 00:30,M,M,M,11.50
MDW,2020-05-17 00:30,M,M,M,4.60
DSM,2020-05-17 00:32,18.89,16.11,83.91,12.65
BTR,2020-05-17 00:35,M,M,M,5.75
OZW,2020-05-17 00:35,12.00,9.00,81.87,3.45
LIT,2020-05-17 00:35,M,M,M,5.75
DSM,2020-05-17 00:35,M,M,M,11.50
MSP,2020-05-17 00:35,M,M,M,12.65
MDW,2020-05-17 00:35,M,M,M,4.60
OZW,2020-05-17 00:36,12.00,9.00,81.87,3.45
BTR,2020-05-17 00:40,M,M,M,5.75
LIT,2020-05-17 00:40,M,M,M,10.35
DSM,2020-05-17 00:40,M,M,M,12.65
MSP,2020-05-17 00:40,M,M,M,12.65
MDW,2020-05-17 00:40,M,M,M,4.60
LIT,2020-05-17 00:43,21.11,19.39,89.90,18.40
BTR,2020-05-17 00:45,M,M,M,5.75
LIT,2020-05-17 00:45,M,M,M,17.25
DSM,2020-05-17 00:45,M,M,M,16.10
MSP,2020-05-17 00:45,M,M,M,12.65
MDW,2020-05-17 00:45,M,M,M,2.30
BTR,2020-05-17 00:50,M,M,M,5.75
LIT,2020-05-17 00:50,M,M,M,11.50
DSM,2020-05-17 00:50,M,M,M,12.65
MSP,2020-05-17 00:50,M,M,M,12.65
MDW,2020-05-17 00:50,M,M,M,4.60
BTR,2020-05-17 00:53,23.28,21.72,90.97,5.75
LIT,2020-05-17 00:53,18.89,17.78,93.26,12.65
MSP,2020-05-17 00:53,11.11,10.00,92.86,11.50
MDW,2020-05-17 00:53,12.22,11.72,96.76,4.60
DSM,2020-05-17 00:54,18.28,16.11,87.18,14.95
BTR,2020-05-17 00:55,M,M,M,5.75
OZW,2020-05-17 00:55,11.61,8.72,82.43,4.60
LIT,2020-05-17 00:55,M,M,M,8.05
DSM,2020-05-17 00:55,M,M,M,14.95
MSP,2020-05-17 00:55,M,M,M,11.50
MDW,2020-05-17 00:55,M,M,M,4.60
BTR,2020-05-17 01:00,M,M,M,4.60
LIT,2020-05-17 01:00,M,M,M,10.35
DSM,2020-05-17 01:00,M,M,M,14.95
MSP,2020-05-17 01:00,M,M,M,12.65
MDW,2020-05-17 01:00,M,M,M,4.60
MDW,2020-05-17 01:01,12.22,12.22,100.00,4.60
BTR,2020-05-17 01:05,M,M,M,4.60
LIT,2020-05-17 01:05,M,M,M,12.65
DSM,2020-05-17 01:05,M,M,M,14.95
MSP,2020-05-17 01:05,M,M,M,12.65
MDW,2020-05-17 01:05,M,M,M,4.60
BTR,2020-05-17 01:06,22.78,21.11,90.32,5.75
BTR,2020-05-17 01:10,M,M,M,4.60
LIT,2020-05-17 01:10,M,M,M,10.35
DSM,2020-05-17 01:10,M,M,M,12.65
MSP,2020-05-17 01:10,M,M,M,12.65
MDW,2020-05-17 01:10,M,M,M,4.60
LIT,2020-05-17 01:13,18.89,17.78,93.26,11.50
BTR,2020-05-17 01:15,M,M,M,4.60
OZW,2020-05-17 01:15,11.61,8.50,81.20,5.75
LIT,2020-05-17 01:15,M,M,M,12.65
DSM,2020-05-17 01:15,M,M,M,12.65
MSP,2020-05-17 01:15,M,M,M,12.65
MDW,2020-05-17 01:15,M,M,M,4.60
OZW,2020-05-17 01:16,11.61,8.50,81.20,4.60
MDW,2020-05-17 01:16,12.22,12.22,100.00,5.75
BTR,2020-05-17 01:20,M,M,M,4.60
LIT,2020-05-17 01:20,M,M,M,12.65
DSM,2020-05-17 01:20,M,M,M,12.65
MSP,2020-05-17 01:20,M,M,M,12.65
MDW,2020-05-17 01:20,M,M,M,5.75
DSM,2020-05-17 01:24,18.00,17.00,93.88,11.50
BTR,2020-05-17 01:25,M,M,M,5.75
LIT,2020-05-17 01:25,M,M,M,10.35
DSM,2020-05-17 01:25,M,M,M,11.50
MSP,2020-05-17 01:25,M,M,M,12.65
MDW,2020-05-17 01:25,M,M,M,5.75
LIT,2020-05-17 01:28,18.89,17.78,93.26,10.35
MDW,2020-05-17 01:28,12.22,12.22,100.00,4.60
BTR,2020-05-17 01:30,M,M,M,4.60
LIT,2020-05-17 01:30,M,M,M,8.05
DSM,2020-05-17 01:30,M,M,M,10.35
MSP,2020-05-17 01:30,M,M,M,12.65
MDW,2020-05-17 01:30,M,M,M,4.60
BTR,2020-05-17 01:35,M,M,M,4.60
OZW,2020-05-17 01:35,11.50,8.50,81.80,5.75
LIT,2020-05-17 01:35,M,M,M,9.20
DSM,2020-05-17 01:35,M,M,M,9.20
MSP,2020-05-17 01:35,M,M,M,12.65
MDW,2020-05-17 01:35,M,M,M,5.75
DSM,2020-05-17 01:36,17.78,16.72,93.54,9.20
BTR,2020-05-17 01:40,M,M,M,2.30
LIT,2020-05-17 01:40,M,M,M,5.75
DSM,2020-05-17 01:40,M,M,M,10.35
MSP,2020-05-17 01:40,M,M,M,12.65
MDW,2020-05-17 01:40,M,M,M,5.75
BTR,2020-05-17 01:45,M,M,M,2.30
LIT,2020-05-17 01:45,M,M,M,5.75
DSM,2020-05-17 01:45,M,M,M,11.50
MSP,2020-05-17 01:45,M,M,M,16.10
MDW,2020-05-17 01:45,M,M,M,5.75
LIT,2020-05-17 01:48,19.00,18.00,93.92,5.75
BTR,2020-05-17 01:50,M,M,M,2.30
LIT,2020-05-17 01:50,M,M,M,5.75
DSM,2020-05-17 01:50,M,M,M,9.20
MSP,2020-05-17 01:50,M,M,M,12.65
MDW,2020-05-17 01:50,M,M,M,5.75
BTR,2020-05-17 01:53,22.22,21.11,93.43,3.45
LIT,2020-05-17 01:53,18.89,18.28,96.24,6.90
MSP,2020-05-17 01:53,10.61,10.00,96.00,13.80
MDW,2020-05-17 01:53,12.78,12.78,100.00,5.75
DSM,2020-05-17 01:54,16.72,16.11,96.18,4.60
BTR,2020-05-17 01:55,M,M,M,2.30
OZW,2020-05-17 01:55,11.28,8.28,81.77,3.45
LIT,2020-05-17 01:55,M,M,M,5.75
DSM,2020-05-17 01:55,M,M,M,4.60
MSP,2020-05-17 01:55,M,M,M,12.65
MDW,2020-05-17 01:55,M,M,M,5.75
OZW,2020-05-17 01:56,11.28,8.28,81.77,3.45
BTR,2020-05-17 02:00,M,M,M,0.00
LIT,2020-05-17 02:00,M,M,M,8.05
DSM,2020-05-17 02:00,M,M,M,8.05
MSP,2020-05-17 02:00,M,M,M,14.95
MDW,2020-05-17 02:00,M,M,M,5.75
BTR,2020-05-17 02:05,M,M,M,0.00
LIT,2020-05-17 02:05,M,M,M,5.75
DSM,2020-05-17 02:05,M,M,M,5.75
MSP,2020-05-17 02:05,M,M,M,12.65
MDW,2020-05-17 02:05,M,M,M,4.60
MDW,2020-05-17 02:07,12.78,12.78,100.00,4.60
BTR,2020-05-17 02:10,M,M,M,2.30
LIT,2020-05-17 02:10,M,M,M,2.30
DSM,2020-05-17 02:10,M,M,M,5.75
MSP,2020-05-17 02:10,M,M,M,12.65
MDW,2020-05-17 02:10,M,M,M,2.30
BTR,2020-05-17 02:14,22.22,21.11,93.43,4.60
BTR,2020-05-17 02:15,M,M,M,4.60
OZW,2020-05-17 02:15,11.22,8.50,83.32,3.45
LIT,2020-05-17 02:15,M,M,M,2.30
DSM,2020-05-17 02:15,M,M,M,4.60
MSP,2020-05-17 02:15,M,M,M,12.65
MDW,2020-05-17 02:15,M,M,M,4.60
OZW,2020-05-17 02:16,11.22,8.50,83.32,3.45
BTR,2020-05-17 02:20,M,M,M,4.60
LIT,2020-05-17 02:20,M,M,M,0.00
DSM,2020-05-17 02:20,M,M,M,5.75
MSP,2020-05-17 02:20,M,M,M,11.50
MDW,2020-05-17 02:20,M,M,M,4.60
BTR,2020-05-17 02:25,M,M,M,2.30
LIT,2020-05-17 02:25,M,M,M,0.00
MDW,2020-05-17 02:25,M,M,M,5.75
BTR,2020-05-17 02:30,M,M,M,4.60
LIT,2020-05-17 02:30,M,M,M,0.00
DSM,2020-05-17 02:30,M,M,M,5.75
MSP,2020-05-17 02:30,M,M,M,12.65
MDW,2020-05-17 02:30,M,M,M,5.75
DSM,2020-05-17 02:32,16.11,16.11,100.00,3.45
BTR,2020-05-17 02:35,M,M,M,4.60
OZW,2020-05-17 02:35,11.28,8.50,83.01,4.60
LIT,2020-05-17 02:35,M,M,M,0.00
DSM,2020-05-17 02:35,M,M,M,0.00
MSP,2020-05-17 02:35,M,M,M,10.35
MDW,2020-05-17 02:35,M,M,M,8.05
OZW,2020-05-17 02:36,11.28,8.50,83.01,4.60
DSM,2020-05-17 02:39,16.11,16.11,100.00,4.60
BTR,2020-05-17 02:40,M,M,M,5.75
LIT,2020-05-17 02:40,M,M,M,0.00
DSM,2020-05-17 02:40,M,M,M,4.60
