station,valid,tmpc,dwpc,relh,sped
BTR,2020-05-10 00:00,M,M,M,5.75
LIT,2020-05-10 00:00,M,M,M,0.00
DSM,2020-05-10 00:00,M,M,M,20.70
MSP,2020-05-10 00:00,M,M,M,11.50
MDW,2020-05-10 00:00,M,M,M,12.65
BTR,2020-05-10 00:05,M,M,M,4.60
LIT,2020-05-10 00:05,M,M,M,0.00
DSM,2020-05-10 00:05,M,M,M,25.30
MSP,2020-05-10 00:05,M,M,M,12.65
MDW,2020-05-10 00:05,M,M,M,12.65
BTR,2020-05-10 00:10,M,M,M,4.60
LIT,2020-05-10 00:10,M,M,M,0.00
DSM,2020-05-10 00:10,M,M,M,23.00
MSP,2020-05-10 00:10,M,M,M,10.35
MDW,2020-05-10 00:10,M,M,M,12.65
BTR,2020-05-10 00:15,M,M,M,5.75
OZW,2020-05-10 00:15,6.78,-5.78,40.33,3.45
LIT,2020-05-10 00:15,M,M,M,0.00
DSM,2020-05-10 00:15,M,M,M,19.55
MSP,2020-05-10 00:15,M,M,M,11.50
MDW,2020-05-10 00:15,M,M,M,12.65
OZW,2020-05-10 00:16,6.89,-5.89,39.69,3.45
BTR,2020-05-10 00:20,M,M,M,5.75
LIT,2020-05-10 00:20,M,M,M,0.00
DSM,2020-05-10 00:20,M,M,M,20.70
MSP,2020-05-10 00:20,M,M,M,8.05
MDW,2020-05-10 00:20,M,M,M,12.65
BTR,2020-05-10 00:25,M,M,M,4.60
LIT,2020-05-10 00:25,M,M,M,0.00
DSM,2020-05-10 00:25,M,M,M,20.70
MSP,2020-05-10 00:25,M,M,M,10.35
MDW,2020-05-10 00:25,M,M,M,12.65
BTR,2020-05-10 00:30,M,M,M,4.60
LIT,2020-05-10 00:30,M,M,M,0.00
DSM,2020-05-10 00:30,M,M,M,18.40
MSP,2020-05-10 00:30,M,M,M,10.35
MDW,2020-05-10 00:30,M,M,M,12.65
MSP,2020-05-10 00:33,3.89,2.78,92.45,12.65
BTR,2020-05-10 00:35,M,M,M,4.60
OZW,2020-05-10 00:35,7.00,-5.78,39.72,3.45
LIT,2020-05-10 00:35,M,M,M,0.00
DSM,2020-05-10 00:35,M,M,M,17.25
MSP,2020-05-10 00:35,M,M,M,11.50
MDW,2020-05-10 00:35,M,M,M,16.10
BTR,2020-05-10 00:40,M,M,M,2.30
LIT,2020-05-10 00:40,M,M,M,0.00
DSM,2020-05-10 00:40,M,M,M,21.85
MSP,2020-05-10 00:40,M,M,M,11.50
MDW,2020-05-10 00:40,M,M,M,16.10
BTR,2020-05-10 00:45,M,M,M,2.30
LIT,2020-05-10 00:45,M,M,M,0.00
DSM,2020-05-10 00:45,M,M,M,14.95
MSP,2020-05-10 00:45,M,M,M,12.65
MDW,2020-05-10 00:45,M,M,M,12.65
BTR,2020-05-10 00:50,M,M,M,4.60
LIT,2020-05-10 00:50,M,M,M,0.00
DSM,2020-05-10 00:50,M,M,M,16.10
MSP,2020-05-10 00:50,M,M,M,11.50
MDW,2020-05-10 00:50,M,M,M,14.95
BTR,2020-05-10 00:53,15.00,10.61,75.02,3.45
LIT,2020-05-10 00:53,9.39,7.22,86.33,0.00
MSP,2020-05-10 00:53,3.89,2.78,92.45,14.95
MDW,2020-05-10 00:53,11.72,-2.78,36.22,13.80
DSM,2020-05-10 00:54,7.22,0.61,62.83,19.55
BTR,2020-05-10 00:55,M,M,M,2.30
OZW,2020-05-10 00:55,7.00,-5.61,40.23,3.45
LIT,2020-05-10 00:55,M,M,M,0.00
DSM,2020-05-10 00:55,M,M,M,18.40
MSP,2020-05-10 00:55,M,M,M,12.65
MDW,2020-05-10 00:55,M,M,M,16.10
OZW,2020-05-10 00:56,7.00,-5.61,40.23,3.45
BTR,2020-05-10 01:00,M,M,M,2.30
LIT,2020-05-10 01:00,M,M,M,0.00
DSM,2020-05-10 01:00,M,M,M,14.95
MSP,2020-05-10 01:00,M,M,M,12.65
MDW,2020-05-10 01:00,M,M,M,14.95
BTR,2020-05-10 01:05,M,M,M,2.30
LIT,2020-05-10 01:05,M,M,M,2.30
DSM,2020-05-10 01:05,M,M,M,17.25
MSP,2020-05-10 01:05,M,M,M,11.50
MDW,2020-05-10 01:05,M,M,M,12.65
MSP,2020-05-10 01:08,3.89,2.78,92.45,10.35
BTR,2020-05-10 01:10,M,M,M,2.30
LIT,2020-05-10 01:10,M,M,M,4.60
DSM,2020-05-10 01:10,M,M,M,14.95
MSP,2020-05-10 01:10,M,M,M,11.50
MDW,2020-05-10 01:10,M,M,M,12.65
BTR,2020-05-10 01:15,M,M,M,4.60
OZW,2020-05-10 01:15,7.00,-5.61,40.23,3.45
LIT,2020-05-10 01:15,M,M,M,4.60
MDW,2020-05-10 01:15,M,M,M,12.65
MSP,2020-05-10 01:18,3.89,2.78,92.45,13.80
BTR,2020-05-10 01:20,M,M,M,4.60
LIT,2020-05-10 01:20,M,M,M,2.30
DSM,2020-05-10 01:20,M,M,M,12.65
MSP,2020-05-10 01:20,M,M,M,11.50
MDW,2020-05-10 01:20,M,M,M,17.25
BTR,2020-05-10 01:25,M,M,M,4.60
LIT,2020-05-10 01:25,M,M,M,2.30
DSM,2020-05-10 01:25,M,M,M,12.65
MSP,2020-05-10 01:25,M,M,M,12.65
MDW,2020-05-10 01:25,M,M,M,16.10
BTR,2020-05-10 01:30,M,M,M,5.75
