station,valid,tmpc,dwpc,relh,sped
DSM,2021-11-01 00:00,M,M,M,8.05
MSP,2021-11-01 00:00,M,M,M,5.75
LIT,2021-11-01 00:00,M,M,M,8.05
SPI,2021-11-01 00:00,M,M,M,5.75
BTR,2021-11-01 00:00,M,M,M,0.00
BTR,2021-11-01 00:05,M,M,M,0.00
SPI,2021-11-01 00:05,M,M,M,4.60
MSP,2021-11-01 00:05,M,M,M,5.75
DSM,2021-11-01 00:05,M,M,M,5.75
LIT,2021-11-01 00:05,M,M,M,8.05
MSP,2021-11-01 00:10,M,M,M,5.75
SPI,2021-11-01 00:10,M,M,M,4.60
BTR,2021-11-01 00:10,M,M,M,0.00
LIT,2021-11-01 00:10,M,M,M,5.75
DSM,2021-11-01 00:10,M,M,M,5.75
DSM,2021-11-01 00:15,M,M,M,5.75
MSP,2021-11-01 00:15,M,M,M,8.05
LIT,2021-11-01 00:15,M,M,M,8.05
SPI,2021-11-01 00:15,M,M,M,4.60
OZW,2021-11-01 00:15,3.72,2.61,92.44,5.75
BTR,2021-11-01 00:15,M,M,M,0.00
MSP,2021-11-01 00:20,M,M,M,5.75
BTR,2021-11-01 00:20,M,M,M,0.00
DSM,2021-11-01 00:20,M,M,M,4.60
SPI,2021-11-01 00:20,M,M,M,4.60
LIT,2021-11-01 00:20,M,M,M,9.20
LIT,2021-11-01 00:25,M,M,M,8.05
SPI,2021-11-01 00:25,M,M,M,4.60
DSM,2021-11-01 00:25,M,M,M,4.60
MSP,2021-11-01 00:25,M,M,M,8.05
BTR,2021-11-01 00:25,M,M,M,0.00
BTR,2021-11-01 00:30,M,M,M,0.00
SPI,2021-11-01 00:30,M,M,M,4.60
LIT,2021-11-01 00:30,M,M,M,9.20
DSM,2021-11-01 00:30,M,M,M,2.30
MSP,2021-11-01 00:30,M,M,M,8.05
MSP,2021-11-01 00:35,M,M,M,8.05
LIT,2021-11-01 00:35,M,M,M,8.05
SPI,2021-11-01 00:35,M,M,M,4.60
BTR,2021-11-01 00:35,M,M,M,0.00
DSM,2021-11-01 00:35,M,M,M,0.00
OZW,2021-11-01 00:35,3.72,2.39,90.99,5.75
DSM,2021-11-01 00:40,M,M,M,2.30
MSP,2021-11-01 00:40,M,M,M,8.05
BTR,2021-11-01 00:40,M,M,M,0.00
SPI,2021-11-01 00:40,M,M,M,4.60
LIT,2021-11-01 00:40,M,M,M,8.05
MSP,2021-11-01 00:45,M,M,M,8.05
BTR,2021-11-01 00:45,M,M,M,0.00
DSM,2021-11-01 00:45,M,M,M,2.30
LIT,2021-11-01 00:45,M,M,M,5.75
LIT,2021-11-01 00:50,M,M,M,5.75
SPI,2021-11-01 00:50,M,M,M,4.60
BTR,2021-11-01 00:50,M,M,M,2.30
DSM,2021-11-01 00:50,M,M,M,2.30
MSP,2021-11-01 00:50,M,M,M,8.05
SPI,2021-11-01 00:52,3.28,-0.61,75.64,5.75
MSP,2021-11-01 00:53,3.28,-3.28,62.14,8.05
LIT,2021-11-01 00:53,11.72,6.72,71.40,8.05
BTR,2021-11-01 00:53,11.11,10.61,96.73,3.45
DSM,2021-11-01 00:54,1.72,-2.78,72.04,3.45
OZW,2021-11-01 00:55,3.61,2.11,89.91,5.75
BTR,2021-11-01 00:55,M,M,M,2.30
MSP,2021-11-01 00:55,M,M,M,9.20
DSM,2021-11-01 00:55,M,M,M,2.30
LIT,2021-11-01 00:55,M,M,M,5.75
SPI,2021-11-01 00:55,M,M,M,5.75
BTR,2021-11-01 01:00,M,M,M,2.30
LIT,2021-11-01 01:00,M,M,M,5.75
SPI,2021-11-01 01:00,M,M,M,4.60
DSM,2021-11-01 01:00,M,M,M,2.30
MSP,2021-11-01 01:00,M,M,M,8.05
MSP,2021-11-01 01:05,M,M,M,5.75
BTR,2021-11-01 01:05,M,M,M,0.00
LIT,2021-11-01 01:05,M,M,M,5.75
SPI,2021-11-01 01:05,M,M,M,4.60
DSM,2021-11-01 01:05,M,M,M,2.30
BTR,2021-11-01 01:10,M,M,M,2.30
SPI,2021-11-01 01:10,M,M,M,4.60
MSP,2021-11-01 01:10,M,M,M,5.75
DSM,2021-11-01 01:10,M,M,M,0.00
LIT,2021-11-01 01:10,M,M,M,5.75
LIT,2021-11-01 01:15,M,M,M,5.75
DSM,2021-11-01 01:15,M,M,M,0.00
MSP,2021-11-01 01:15,M,M,M,5.75
SPI,2021-11-01 01:15,M,M,M,4.60
BTR,2021-11-01 01:15,M,M,M,0.00
OZW,2021-11-01 01:15,3.39,1.61,88.13,5.75
DSM,2021-11-01 01:20,M,M,M,2.30
LIT,2021-11-01 01:20,M,M,M,5.75
BTR,2021-11-01 01:20,M,M,M,0.00
MSP,2021-11-01 01:20,M,M,M,5.75
SPI,2021-11-01 01:20,M,M,M,4.60
SPI,2021-11-01 01:25,M,M,M,4.60
MSP,2021-11-01 01:25,M,M,M,5.75
BTR,2021-11-01 01:25,M,M,M,0.00
LIT,2021-11-01 01:25,M,M,M,5.75
DSM,2021-11-01 01:25,M,M,M,2.30
LIT,2021-11-01 01:30,M,M,M,5.75
BTR,2021-11-01 01:30,M,M,M,0.00
MSP,2021-11-01 01:30,M,M,M,8.05
DSM,2021-11-01 01:30,M,M,M,2.30
SPI,2021-11-01 01:30,M,M,M,4.60
LIT,2021-11-01 01:35,M,M,M,5.75
BTR,2021-11-01 01:35,M,M,M,0.00
OZW,2021-11-01 01:35,3.50,1.00,83.68,5.75
SPI,2021-11-01 01:35,M,M,M,5.75
DSM,2021-11-01 01:35,M,M,M,2.30
MSP,2021-11-01 01:35,M,M,M,8.05
LIT,2021-11-01 01:40,M,M,M,5.75
BTR,2021-11-01 01:40,M,M,M,0.00
SPI,2021-11-01 01:40,M,M,M,5.75
MSP,2021-11-01 01:45,M,M,M,8.05
SPI,2021-11-01 01:45,M,M,M,5.75
LIT,2021-11-01 01:45,M,M,M,5.75
DSM,2021-11-01 01:45,M,M,M,2.30
BTR,2021-11-01 01:45,M,M,M,0.00
BTR,2021-11-01 01:50,M,M,M,0.00
LIT,2021-11-01 01:50,M,M,M,5.75
DSM,2021-11-01 01:50,M,M,M,4.60
SPI,2021-11-01 01:50,M,M,M,4.60
MSP,2021-11-01 01:50,M,M,M,9.20
SPI,2021-11-01 01:52,3.28,-0.61,75.64,4.60
MSP,2021-11-01 01:53,3.28,-2.78,64.49,8.05
BTR,2021-11-01 01:53,11.11,10.61,96.73,0.00
LIT,2021-11-01 01:53,10.61,6.11,73.69,4.60
DSM,2021-11-01 01:54,0.61,-2.78,78.03,4.60
DSM,2021-11-01 01:55,M,M,M,4.60
BTR,2021-11-01 01:55,M,M,M,0.00
MSP,2021-11-01 01:55,M,M,M,8.05
SPI,2021-11-01 01:55,M,M,M,4.60
OZW,2021-11-01 01:55,3.00,0.50,83.62,6.90
LIT,2021-11-01 01:55,M,M,M,2.30
DSM,2021-11-01 02:00,M,M,M,4.60
SPI,2021-11-01 02:00,M,M,M,4.60
