station,valid,tmpc,dwpc,relh,sped
BTR,2020-04-30 00:00,M,M,M,2.30
LIT,2020-04-30 00:00,M,M,M,10.35
DSM,2020-04-30 00:00,M,M,M,5.75
MSP,2020-04-30 00:00,M,M,M,10.35
MDW,2020-04-30 00:00,M,M,M,23.00
BTR,2020-04-30 00:05,M,M,M,2.30
LIT,2020-04-30 00:05,M,M,M,10.35
DSM,2020-04-30 00:05,M,M,M,5.75
MSP,2020-04-30 00:05,M,M,M,10.35
MDW,2020-04-30 00:05,M,M,M,17.25
BTR,2020-04-30 00:10,M,M,M,2.30
LIT,2020-04-30 00:10,M,M,M,10.35
DSM,2020-04-30 00:10,M,M,M,5.75
MSP,2020-04-30 00:10,M,M,M,9.20
MDW,2020-04-30 00:10,M,M,M,17.25
BTR,2020-04-30 00:15,M,M,M,0.00
OZW,2020-04-30 00:15,12.22,8.50,78.00,4.60
LIT,2020-04-30 00:15,M,M,M,9.20
DSM,2020-04-30 00:15,M,M,M,5.75
MSP,2020-04-30 00:15,M,M,M,9.20
MDW,2020-04-30 00:15,M,M,M,20.70
BTR,2020-04-30 00:20,M,M,M,2.30
LIT,2020-04-30 00:20,M,M,M,10.35
DSM,2020-04-30 00:20,M,M,M,5.75
MSP,2020-04-30 00:20,M,M,M,8.05
MDW,2020-04-30 00:20,M,M,M,20.70
BTR,2020-04-30 00:25,M,M,M,2.30
LIT,2020-04-30 00:25,M,M,M,9.20
DSM,2020-04-30 00:25,M,M,M,5.75
MSP,2020-04-30 00:25,M,M,M,8.05
MDW,2020-04-30 00:25,M,M,M,12.65
BTR,2020-04-30 00:30,M,M,M,2.30
LIT,2020-04-30 00:30,M,M,M,9.20
DSM,2020-04-30 00:30,M,M,M,5.75
MSP,2020-04-30 00:30,M,M,M,8.05
MDW,2020-04-30 00:30,M,M,M,17.25
BTR,2020-04-30 00:35,M,M,M,4.60
OZW,2020-04-30 00:35,12.22,8.39,77.41,5.75
LIT,2020-04-30 00:35,M,M,M,10.35
DSM,2020-04-30 00:35,M,M,M,5.75
MSP,2020-04-30 00:35,M,M,M,8.05
MDW,2020-04-30 00:35,M,M,M,20.70
BTR,2020-04-30 00:40,M,M,M,4.60
LIT,2020-04-30 00:40,M,M,M,10.35
DSM,2020-04-30 00:40,M,M,M,5.75
MSP,2020-04-30 00:40,M,M,M,5.75
MDW,2020-04-30 00:40,M,M,M,18.40
BTR,2020-04-30 00:45,M,M,M,4.60
LIT,2020-04-30 00:45,M,M,M,9.20
DSM,2020-04-30 00:45,M,M,M,5.75
MSP,2020-04-30 00:45,M,M,M,8.05
MDW,2020-04-30 00:45,M,M,M,19.55
BTR,2020-04-30 00:50,M,M,M,4.60
LIT,2020-04-30 00:50,M,M,M,11.50
DSM,2020-04-30 00:50,M,M,M,5.75
MSP,2020-04-30 00:50,M,M,M,5.75
MDW,2020-04-30 00:50,M,M,M,20.70
BTR,2020-04-30 00:53,16.11,8.89,62.23,4.60
LIT,2020-04-30 00:53,12.78,7.22,68.93,9.20
MSP,2020-04-30 00:53,11.11,0.61,48.34,6.90
MDW,2020-04-30 00:53,6.11,4.39,88.71,18.40
DSM,2020-04-30 00:54,9.39,2.78,63.34,5.75
BTR,2020-04-30 00:55,M,M,M,4.60
OZW,2020-04-30 00:55,11.78,8.28,79.11,5.75
LIT,2020-04-30 00:55,M,M,M,9.20
DSM,2020-04-30 00:55,M,M,M,5.75
MSP,2020-04-30 00:55,M,M,M,5.75
MDW,2020-04-30 00:55,M,M,M,18.40
OZW,2020-04-30 00:56,11.89,8.28,78.53,4.60
BTR,2020-04-30 01:00,M,M,M,2.30
LIT,2020-04-30 01:00,M,M,M,9.20
DSM,2020-04-30 01:00,M,M,M,2.30
MSP,2020-04-30 01:00,M,M,M,5.75
MDW,2020-04-30 01:00,M,M,M,18.40
BTR,2020-04-30 01:05,M,M,M,4.60
LIT,2020-04-30 01:05,M,M,M,8.05
DSM,2020-04-30 01:05,M,M,M,4.60
MSP,2020-04-30 01:05,M,M,M,8.05
MDW,2020-04-30 01:05,M,M,M,18.40
BTR,2020-04-30 01:10,M,M,M,2.30
LIT,2020-04-30 01:10,M,M,M,9.20
DSM,2020-04-30 01:10,M,M,M,4.60
MSP,2020-04-30 01:10,M,M,M,8.05
MDW,2020-04-30 01:10,M,M,M,19.55
BTR,2020-04-30 01:15,M,M,M,4.60
OZW,2020-04-30 01:15,11.61,8.22,79.69,0.00
LIT,2020-04-30 01:15,M,M,M,9.20
MDW,2020-04-30 01:15,M,M,M,17.25
BTR,2020-04-30 01:20,M,M,M,4.60
LIT,2020-04-30 01:20,M,M,M,9.20
DSM,2020-04-30 01:20,M,M,M,4.60
MSP,2020-04-30 01:20,M,M,M,5.75
MDW,2020-04-30 01:20,M,M,M,19.55
BTR,2020-04-30 01:25,M,M,M,4.60
LIT,2020-04-30 01:25,M,M,M,9.20
DSM,2020-04-30 01:25,M,M,M,4.60
MSP,2020-04-30 01:25,M,M,M,5.75
MDW,2020-04-30 01:25,M,M,M,19.55
BTR,2020-04-30 01:30,M,M,M,4.60
LIT,2020-04-30 01:30,M,M,M,11.50
DSM,2020-04-30 01:30,M,M,M,5.75
MSP,2020-04-30 01:30,M,M,M,5.75
MDW,2020-04-30 01:30,5.61,4.39,91.84,23.00
BTR,2020-04-30 01:35,M,M,M,4.60
OZW,2020-04-30 01:35,11.61,8.28,79.99,5.75
LIT,2020-04-30 01:35,M,M,M,9.20
DSM,2020-04-30 01:35,M,M,M,5.75
MSP,2020-04-30 01:35,M,M,M,5.75
MDW,2020-04-30 01:35,M,M,M,23.00
BTR,2020-04-30 01:40,M,M,M,4.60
LIT,2020-04-30 01:40,M,M,M,9.20
DSM,2020-04-30 01:40,M,M,M,5.75
MSP,2020-04-30 01:40,M,M,M,5.75
MDW,2020-04-30 01:40,M,M,M,12.65
BTR,2020-04-30 01:45,M,M,M,2.30
LIT,2020-04-30 01:45,M,M,M,5.75
DSM,2020-04-30 01:45,M,M,M,5.75
MSP,2020-04-30 01:45,M,M,M,5.75
MDW,2020-04-30 01:45,M,M,M,16.10
BTR,2020-04-30 01:50,M,M,M,2.30
LIT,2020-04-30 01:50,M,M,M,5.75
DSM,2020-04-30 01:50,M,M,M,4.60
MSP,2020-04-30 01:50,M,M,M,5.75
MDW,2020-04-30 01:50,M,M,M,12.65
BTR,2020-04-30 01:53,15.00,8.28,64.12,3.45
LIT,2020-04-30 01:53,12.78,6.72,66.61,6.90
MSP,2020-04-30 01:53,10.00,1.11,53.97,6.90
MDW,2020-04-30 01:53,5.61,5.00,95.84,17.25
DSM,2020-04-30 01:54,8.89,2.78,65.51,4.60
BTR,2020-04-30 01:55,M,M,M,2.30
OZW,2020-04-30 01:55,12.00,8.28,77.96,3.45
LIT,2020-04-30 01:55,M,M,M,8.05
DSM,2020-04-30 01:55,M,M,M,4.60
MSP,2020-04-30 01:55,M,M,M,5.75
MDW,2020-04-30 01:55,M,M,M,14.95
BTR,2020-04-30 02:00,M,M,M,2.30
LIT,2020-04-30 02:00,M,M,M,9.20
DSM,2020-04-30 02:00,M,M,M,5.75
MSP,2020-04-30 02:00,M,M,M,5.75
MDW,2020-04-30 02:00,M,M,M,17.25
BTR,2020-04-30 02:05,M,M,M,2.30
LIT,2020-04-30 02:05,M,M,M,8.05
DSM,2020-04-30 02:05,M,M,M,5.75
MSP,2020-04-30 02:05,M,M,M,5.75
MDW,2020-04-30 02:05,M,M,M,17.25
BTR,2020-04-30 02:10,M,M,M,2.30
LIT,2020-04-30 02:10,M,M,M,4.60
DSM,2020-04-30 02:10,M,M,M,4.60
MSP,2020-04-30 02:10,M,M,M,5.75
MDW,2020-04-30 02:10,M,M,M,21.85
BTR,2020-04-30 02:15,M,M,M,4.60
OZW,2020-04-30 02:15,11.78,8.11,78.22,3.45
LIT,2020-04-30 02:15,M,M,M,5.75
MDW,2020-04-30 02:15,M,M,M,17.25
OZW,2020-04-30 02:16,11.78,8.11,78.22,3.45
BTR,2020-04-30 02:20,M,M,M,2.30
LIT,2020-04-30 02:20,M,M,M,5.75
DSM,2020-04-30 02:20,M,M,M,4.60
MSP,2020-04-30 02:20,M,M,M,8.05
MDW,2020-04-30 02:20,M,M,M,18.40
BTR,2020-04-30 02:25,M,M,M,2.30
LIT,2020-04-30 02:25,M,M,M,5.75
DSM,2020-04-30 02:25,M,M,M,4.60
MSP,2020-04-30 02:25,M,M,M,8.05
MDW,2020-04-30 02:25,M,M,M,21.85
BTR,2020-04-30 02:30,M,M,M,0.00
LIT,2020-04-30 02:30,M,M,M,8.05
MDW,2020-04-30 02:30,M,M,M,21.85
BTR,2020-04-30 02:35,M,M,M,0.00
OZW,2020-04-30 02:35,11.22,8.11,81.15,4.60
LIT,2020-04-30 02:35,M,M,M,8.05
DSM,2020-04-30 02:35,M,M,M,5.75
MSP,2020-04-30 02:35,M,M,M,8.05
MDW,2020-04-30 02:35,M,M,M,23.00
OZW,2020-04-30 02:36,11.11,8.11,81.75,4.60
BTR,2020-04-30 02:40,M,M,M,0.00
LIT,2020-04-30 02:40,M,M,M,5.75
DSM,2020-04-30 02:40,M,M,M,2.30
