station,valid,tmpc,dwpc,relh,sped
SPI,2021-10-01 00:00,M,M,M,0.00
DSM,2021-10-01 00:00,M,M,M,0.00
LIT,2021-10-01 00:00,M,M,M,4.60
BTR,2021-10-01 00:00,M,M,M,4.60
MSP,2021-10-01 00:00,M,M,M,5.75
MSP,2021-10-01 00:05,M,M,M,5.75
BTR,2021-10-01 00:05,M,M,M,4.60
SPI,2021-10-01 00:05,M,M,M,0.00
LIT,2021-10-01 00:05,M,M,M,2.30
DSM,2021-10-01 00:05,M,M,M,0.00
SPI,2021-10-01 00:10,M,M,M,0.00
MSP,2021-10-01 00:10,M,M,M,5.75
DSM,2021-10-01 00:10,M,M,M,2.30
BTR,2021-10-01 00:10,M,M,M,4.60
LIT,2021-10-01 00:10,M,M,M,2.30
DSM,2021-10-01 00:15,M,M,M,2.30
LIT,2021-10-01 00:15,M,M,M,2.30
OZW,2021-10-01 00:15,11.50,10.50,93.57,0.00
BTR,2021-10-01 00:15,M,M,M,4.60
MSP,2021-10-01 00:15,M,M,M,5.75
SPI,2021-10-01 00:15,M,M,M,0.00
DSM,2021-10-01 00:20,M,M,M,2.30
LIT,2021-10-01 00:20,M,M,M,2.30
BTR,2021-10-01 00:20,M,M,M,4.60
MSP,2021-10-01 00:20,M,M,M,4.60
SPI,2021-10-01 00:25,M,M,M,0.00
BTR,2021-10-01 00:25,M,M,M,4.60
LIT,2021-10-01 00:25,M,M,M,2.30
DSM,2021-10-01 00:25,M,M,M,4.60
MSP,2021-10-01 00:25,M,M,M,4.60
SPI,2021-10-01 00:30,M,M,M,0.00
LIT,2021-10-01 00:30,M,M,M,4.60
BTR,2021-10-01 00:30,M,M,M,4.60
MSP,2021-10-01 00:30,M,M,M,4.60
DSM,2021-10-01 00:30,M,M,M,4.60
LIT,2021-10-01 00:35,M,M,M,5.75
DSM,2021-10-01 00:35,M,M,M,4.60
BTR,2021-10-01 00:35,M,M,M,4.60
MSP,2021-10-01 00:35,M,M,M,4.60
OZW,2021-10-01 00:35,11.50,10.50,93.57,0.00
SPI,2021-10-01 00:35,M,M,M,0.00
SPI,2021-10-01 00:40,M,M,M,2.30
LIT,2021-10-01 00:40,M,M,M,4.60
DSM,2021-10-01 00:40,M,M,M,5.75
BTR,2021-10-01 00:40,M,M,M,2.30
MSP,2021-10-01 00:40,M,M,M,2.30
BTR,2021-10-01 00:45,M,M,M,2.30
MSP,2021-10-01 00:45,M,M,M,2.30
SPI,2021-10-01 00:45,M,M,M,2.30
LIT,2021-10-01 00:45,M,M,M,5.75
DSM,2021-10-01 00:45,M,M,M,5.75
MSP,2021-10-01 00:50,M,M,M,2.30
DSM,2021-10-01 00:50,M,M,M,5.75
BTR,2021-10-01 00:50,M,M,M,0.00
SPI,2021-10-01 00:50,M,M,M,4.60
LIT,2021-10-01 00:50,M,M,M,5.75
SPI,2021-10-01 00:52,17.78,15.61,87.14,5.75
MSP,2021-10-01 00:53,21.11,16.72,76.01,3.45
LIT,2021-10-01 00:53,22.22,21.11,93.43,8.05
BTR,2021-10-01 00:53,22.22,22.22,100.00,0.00
DSM,2021-10-01 00:54,18.28,17.78,96.90,5.75
OZW,2021-10-01 00:55,11.00,10.50,96.73,0.00
MSP,2021-10-01 00:55,M,M,M,2.30
DSM,2021-10-01 00:55,M,M,M,5.75
LIT,2021-10-01 00:55,M,M,M,8.05
SPI,2021-10-01 00:55,M,M,M,5.75
BTR,2021-10-01 00:55,M,M,M,2.30
LIT,2021-10-01 01:00,M,M,M,8.05
BTR,2021-10-01 01:00,M,M,M,2.30
DSM,2021-10-01 01:00,M,M,M,4.60
MSP,2021-10-01 01:00,M,M,M,2.30
SPI,2021-10-01 01:00,M,M,M,8.05
BTR,2021-10-01 01:05,M,M,M,2.30
LIT,2021-10-01 01:05,M,M,M,8.05
MSP,2021-10-01 01:05,M,M,M,2.30
DSM,2021-10-01 01:05,M,M,M,4.60
BTR,2021-10-01 01:10,M,M,M,2.30
LIT,2021-10-01 01:10,M,M,M,9.20
SPI,2021-10-01 01:10,M,M,M,5.75
SPI,2021-10-01 01:15,M,M,M,4.60
MSP,2021-10-01 01:15,M,M,M,2.30
BTR,2021-10-01 01:15,M,M,M,2.30
OZW,2021-10-01 01:15,10.61,10.11,96.72,0.00
LIT,2021-10-01 01:15,M,M,M,10.35
DSM,2021-10-01 01:15,M,M,M,2.30
LIT,2021-10-01 01:20,M,M,M,10.35
MSP,2021-10-01 01:20,M,M,M,2.30
DSM,2021-10-01 01:20,M,M,M,4.60
BTR,2021-10-01 01:20,M,M,M,2.30
SPI,2021-10-01 01:20,M,M,M,4.60
MSP,2021-10-01 01:25,M,M,M,4.60
DSM,2021-10-01 01:25,M,M,M,2.30
LIT,2021-10-01 01:25,M,M,M,8.05
BTR,2021-10-01 01:25,M,M,M,4.60
SPI,2021-10-01 01:25,M,M,M,2.30
DSM,2021-10-01 01:30,M,M,M,4.60
