station,valid,tmpc,dwpc,relh,sped
BTR,2020-08-30 00:00,M,M,M,2.30
SPI,2020-08-30 00:00,M,M,M,0.00
LIT,2020-08-30 00:00,M,M,M,4.60
DSM,2020-08-30 00:00,M,M,M,5.75
MSP,2020-08-30 00:00,M,M,M,0.00
BTR,2020-08-30 00:05,M,M,M,2.30
SPI,2020-08-30 00:05,M,M,M,0.00
LIT,2020-08-30 00:05,M,M,M,2.30
DSM,2020-08-30 00:05,M,M,M,5.75
MSP,2020-08-30 00:05,M,M,M,2.30
BTR,2020-08-30 00:10,M,M,M,2.30
SPI,2020-08-30 00:10,M,M,M,2.30
LIT,2020-08-30 00:10,M,M,M,5.75
BTR,2020-08-30 00:15,M,M,M,2.30
OZW,2020-08-30 00:15,14.39,11.22,81.27,4.60
SPI,2020-08-30 00:15,M,M,M,2.30
LIT,2020-08-30 00:15,M,M,M,5.75
DSM,2020-08-30 00:15,M,M,M,5.75
MSP,2020-08-30 00:15,M,M,M,0.00
BTR,2020-08-30 00:20,M,M,M,2.30
LIT,2020-08-30 00:20,M,M,M,9.20
BTR,2020-08-30 00:25,M,M,M,2.30
SPI,2020-08-30 00:25,M,M,M,0.00
LIT,2020-08-30 00:25,M,M,M,8.05
BTR,2020-08-30 00:30,M,M,M,2.30
SPI,2020-08-30 00:30,M,M,M,0.00
LIT,2020-08-30 00:30,M,M,M,8.05
DSM,2020-08-30 00:30,M,M,M,5.75
MSP,2020-08-30 00:30,M,M,M,4.60
BTR,2020-08-30 00:35,M,M,M,0.00
OZW,2020-08-30 00:35,14.00,11.39,84.27,5.75
SPI,2020-08-30 00:35,M,M,M,0.00
LIT,2020-08-30 00:35,M,M,M,5.75
DSM,2020-08-30 00:35,M,M,M,4.60
MSP,2020-08-30 00:35,M,M,M,4.60
BTR,2020-08-30 00:40,M,M,M,0.00
LIT,2020-08-30 00:40,M,M,M,0.00
DSM,2020-08-30 00:40,M,M,M,4.60
MSP,2020-08-30 00:40,M,M,M,4.60
LIT,2020-08-30 00:43,23.89,22.78,93.51,0.00
BTR,2020-08-30 00:45,M,M,M,0.00
SPI,2020-08-30 00:45,M,M,M,0.00
LIT,2020-08-30 00:45,M,M,M,0.00
DSM,2020-08-30 00:45,M,M,M,2.30
MSP,2020-08-30 00:45,M,M,M,4.60
BTR,2020-08-30 00:50,M,M,M,0.00
SPI,2020-08-30 00:50,M,M,M,0.00
LIT,2020-08-30 00:50,M,M,M,8.05
DSM,2020-08-30 00:50,M,M,M,2.30
MSP,2020-08-30 00:50,M,M,M,4.60
SPI,2020-08-30 00:52,13.28,11.72,90.29,0.00
BTR,2020-08-30 00:53,25.00,23.89,93.56,0.00
LIT,2020-08-30 00:53,23.89,22.78,93.51,9.20
MSP,2020-08-30 00:53,17.22,12.78,75.11,4.60
