station,valid,tmpc,dwpc,relh,sped
BTR,2021-04-16 00:00,M,M,M,8.05
LIT,2021-04-16 00:00,M,M,M,4.60
DSM,2021-04-16 00:00,M,M,M,5.75
MSP,2021-04-16 00:00,M,M,M,5.75
BTR,2021-04-16 00:05,M,M,M,4.60
SPI,2021-04-16 00:05,M,M,M,5.75
LIT,2021-04-16 00:05,M,M,M,4.60
DSM,2021-04-16 00:05,M,M,M,4.60
MSP,2021-04-16 00:05,M,M,M,4.60
BTR,2021-04-16 00:10,M,M,M,5.75
SPI,2021-04-16 00:10,M,M,M,5.75
LIT,2021-04-16 00:10,M,M,M,4.60
DSM,2021-04-16 00:10,M,M,M,4.60
MSP,2021-04-16 00:10,M,M,M,5.75
OZW,2021-04-16 00:15,4.50,1.50,80.86,8.05
BTR,2021-04-16 00:15,M,M,M,4.60
SPI,2021-04-16 00:15,M,M,M,5.75
LIT,2021-04-16 00:15,M,M,M,4.60
DSM,2021-04-16 00:15,M,M,M,4.60
MSP,2021-04-16 00:15,M,M,M,4.60
BTR,2021-04-16 00:20,M,M,M,5.75
SPI,2021-04-16 00:20,M,M,M,5.75
LIT,2021-04-16 00:20,M,M,M,2.30
DSM,2021-04-16 00:20,M,M,M,4.60
MSP,2021-04-16 00:20,M,M,M,5.75
BTR,2021-04-16 00:25,M,M,M,5.75
LIT,2021-04-16 00:25,M,M,M,2.30
BTR,2021-04-16 00:30,M,M,M,5.75
LIT,2021-04-16 00:30,M,M,M,2.30
DSM,2021-04-16 00:30,M,M,M,5.75
MSP,2021-04-16 00:30,M,M,M,4.60
OZW,2021-04-16 00:35,4.22,1.50,82.45,6.90
BTR,2021-04-16 00:35,M,M,M,5.75
SPI,2021-04-16 00:35,M,M,M,5.75
LIT,2021-04-16 00:35,M,M,M,0.00
DSM,2021-04-16 00:35,M,M,M,4.60
MSP,2021-04-16 00:35,M,M,M,4.60
BTR,2021-04-16 00:40,M,M,M,5.75
SPI,2021-04-16 00:40,M,M,M,5.75
LIT,2021-04-16 00:40,M,M,M,0.00
DSM,2021-04-16 00:40,M,M,M,4.60
MSP,2021-04-16 00:40,M,M,M,4.60
BTR,2021-04-16 00:45,M,M,M,5.75
SPI,2021-04-16 00:45,M,M,M,4.60
LIT,2021-04-16 00:45,M,M,M,0.00
DSM,2021-04-16 00:45,M,M,M,4.60
MSP,2021-04-16 00:45,M,M,M,4.60
BTR,2021-04-16 00:50,M,M,M,5.75
SPI,2021-04-16 00:50,M,M,M,5.75
LIT,2021-04-16 00:50,M,M,M,4.60
DSM,2021-04-16 00:50,M,M,M,4.60
MSP,2021-04-16 00:50,M,M,M,4.60
SPI,2021-04-16 00:52,6.11,2.22,76.12,5.75
BTR,2021-04-16 00:53,17.78,14.39,80.54,4.60
LIT,2021-04-16 00:53,12.22,7.22,71.50,4.60
MSP,2021-04-16 00:53,5.61,1.72,76.04,4.60
DSM,2021-04-16 00:54,7.78,0.61,60.49,4.60
OZW,2021-04-16 00:55,4.00,1.39,83.08,9.20
BTR,2021-04-16 00:55,M,M,M,4.60
LIT,2021-04-16 00:55,M,M,M,4.60
DSM,2021-04-16 00:55,M,M,M,5.75
MSP,2021-04-16 00:55,M,M,M,4.60
BTR,2021-04-16 01:00,M,M,M,4.60
