file_pair,score
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Modbus_Penetration_Testing_Methodology.txt')",0.5392922759056091
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Modbus_Pentesting_Methodology.txt')",0.5126151442527771
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt')",0.5547052621841431
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt')",0.5522652268409729
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt')",0.539803683757782
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt')",0.5510907173156738
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt')",0.5039041638374329
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt')",0.5317195057868958
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt')",0.5022774338722229
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt')",0.501369297504425
"('data_pentesting\\Modbus_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.5102077126502991
"('data_pentesting\\Modbus_Penetration_Testing_Methodology.txt', 'data_pentesting\\Modbus_Pentesting_Methodology.txt')",0.5193217396736145
"('data_pentesting\\Modbus_Penetration_Testing_Methodology.txt', 'data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt')",0.5662925839424133
"('data_pentesting\\Modbus_Penetration_Testing_Methodology.txt', 'data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt')",0.5700612664222717
"('data_pentesting\\Modbus_Penetration_Testing_Methodology.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt')",0.5609479546546936
"('data_pentesting\\Modbus_Penetration_Testing_Methodology.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt')",0.5334842801094055
"('data_pentesting\\Modbus_Penetration_Testing_Methodology.txt', 'data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt')",0.5228580236434937
"('data_pentesting\\Modbus_Penetration_Testing_Methodology.txt', 'data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt')",0.5493599772453308
"('data_pentesting\\Modbus_Penetration_Testing_Methodology.txt', 'data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt')",0.5198531150817871
"('data_pentesting\\Modbus_Penetration_Testing_Methodology.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt')",0.5227228999137878
"('data_pentesting\\Modbus_Penetration_Testing_Methodology.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.5235411524772644
"('data_pentesting\\Modbus_Pentesting_Methodology.txt', 'data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt')",0.5629540681838989
"('data_pentesting\\Modbus_Pentesting_Methodology.txt', 'data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt')",0.5518609881401062
"('data_pentesting\\Modbus_Pentesting_Methodology.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt')",0.5348891615867615
"('data_pentesting\\Modbus_Pentesting_Methodology.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt')",0.5408061742782593
"('data_pentesting\\Modbus_Pentesting_Methodology.txt', 'data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt')",0.512727677822113
"('data_pentesting\\Modbus_Pentesting_Methodology.txt', 'data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt')",0.5277765393257141
